Orthogroup	Coffea_canephora	Cuscuta_australis	Cuscuta_campestris	Ipomoea_aquatica	Ipomoea_batatas	Ipomoea_nil	Ipomoea_trifida	Ipomoea_triloba	Solanum_lycopersicum	Vitis_vinifera
OG0066889										vv18g00960
OG0066890										vv18g00971
OG0066891										vv18g00980
OG0066892										vv18g00983
OG0066893										vv18g00992
OG0066894										vv18g00999
OG0066895										vv18g01001
OG0066896										vv18g01008
OG0066897										vv18g01012
OG0066898										vv18g01027
OG0066899										vv18g01032
OG0066900										vv18g01047
OG0066901										vv18g01064
OG0066902										vv18g01067
OG0066903										vv18g01069
OG0066904										vv18g01086
OG0066905										vv18g01089
OG0066906										vv18g01091
OG0066907										vv18g01094
OG0066908										vv18g01095
OG0066909										vv18g01096
OG0066910										vv18g01098
OG0066911										vv18g01100
OG0066912										vv18g01103
OG0066913										vv18g01107
OG0066914										vv18g01117
OG0066915										vv18g01120
OG0066916										vv18g01139
OG0066917										vv18g01148
OG0066918										vv18g01149
OG0066919										vv18g01151
OG0066920										vv18g01157
OG0066921										vv18g01161
OG0066922										vv18g01164
OG0066923										vv18g01170
OG0066924										vv18g01182
OG0066925										vv18g01183
OG0066926										vv18g01184
OG0066927										vv18g01196
OG0066928										vv18g01197
OG0066929										vv18g01204
OG0066930										vv18g01207
OG0066931										vv18g01217
OG0066932										vv18g01222
OG0066933										vv18g01227
OG0066934										vv18g01229
OG0066935										vv18g01232
OG0066936										vv18g01260
OG0066937										vv18g01263
OG0066938										vv18g01267
OG0066939										vv18g01270
OG0066940										vv18g01275
OG0066941										vv18g01277
OG0066942										vv18g01279
OG0066943										vv18g01292
OG0066944										vv18g01294
OG0066945										vv18g01295
OG0066946										vv18g01298
OG0066947										vv18g01303
OG0066948										vv18g01310
OG0066949										vv18g01311
OG0066950										vv18g01325
OG0066951										vv18g01328
OG0066952										vv18g01330
OG0066953										vv18g01333
OG0066954										vv18g01335
OG0066955										vv18g01336
OG0066956										vv18g01340
OG0066957										vv18g01345
OG0066958										vv18g01354
OG0066959										vv18g01363
OG0066960										vv18g01375
OG0066961										vv18g01392
OG0066962										vv18g01399
OG0066963										vv18g01409
OG0066964										vv18g01410
OG0066965										vv18g01425
OG0066966										vv18g01442
OG0066967										vv18g01443
OG0066968										vv18g01444
OG0066969										vv01g00976
OG0066970										vv01g00979
OG0066971										vv01g00980
OG0066972										vv01g00985
OG0066973										vv01g00994
OG0066974										vv01g01001
OG0066975										vv01g01006
OG0066976										vv01g01008
OG0066977										vv01g01009
OG0066978										vv01g01020
OG0066979										vv01g01026
OG0066980										vv01g01032
OG0066981										vv01g01043
OG0066982										vv01g01053
OG0066983										vv01g01055
OG0066984										vv01g01064
OG0066985										vv01g01068
OG0066986										vv01g01073
OG0066987										vv01g01078
OG0066988										vv01g01081
OG0066989										vv01g01082
OG0066990										vv01g01083
OG0066991										vv01g01089
OG0066992										vv01g01109
OG0066993										vv01g01116
OG0066994										vv01g01128
OG0066995										vv01g01158
OG0066996										vv01g01169
OG0066997										vv01g01184
OG0066998										vv01g01201
OG0066999										vv01g01207
OG0067000										vv01g01208
OG0067001										vv01g01210
OG0067002										vv01g01212
OG0067003										vv01g01213
OG0067004										vv01g01214
OG0067005										vv01g01215
OG0067006										vv01g01218
OG0067007										vv01g01231
OG0067008										vv01g01232
OG0067009										vv01g01236
OG0067010										vv01g01237
OG0067011										vv01g01238
OG0067012										vv01g01241
OG0067013										vv01g01250
OG0067014										vv01g01255
OG0067015										vv01g01287
OG0067016										vv16g00677
OG0067017										vv16g00652
OG0067018										vv16g00651
OG0067019										vv16g00634
OG0067020										vv16g00619
OG0067021										vv16g00618
OG0067022										vv16g00617
OG0067023										vv16g00613
OG0067024										vv16g00601
OG0067025										vv16g00597
OG0067026										vv16g00593
OG0067027										vv16g00592
OG0067028										vv13g00898
OG0067029										vv13g00901
OG0067030										vv13g00903
OG0067031										vv13g00904
OG0067032										vv13g00910
OG0067033										vv13g00913
OG0067034										vv13g00914
OG0067035										vv13g00915
OG0067036										vv05g01191
OG0067037										vv05g01202
OG0067038										vv05g01207
OG0067039										vv05g01218
OG0067040										vv05g01235
OG0067041										vv05g01240
OG0067042										vv05g01241
OG0067043										vv05g01254
OG0067044										vv05g01269
OG0067045										vv05g01271
OG0067046										vv11g00928
OG0067047										vv11g00927
OG0067048										vv11g00912
OG0067049										vv11g00909
OG0067050										vv11g00902
OG0067051										vv11g00900
OG0067052										vv11g00887
OG0067053										vv11g00884
OG0067054										vv11g00883
OG0067055										vv11g00882
OG0067056										vv07g00333
OG0067057										vv07g00327
OG0067058										vv07g00307
OG0067059										vv07g00306
OG0067060										vv07g00305
OG0067061										vv07g00300
OG0067062										vv07g00295
OG0067063										vv07g00282
OG0067064										vv07g00277
OG0067065										vv07g00275
OG0067066										vv07g00273
OG0067067										vv07g00264
OG0067068										vv07g00263
OG0067069										vv07g00262
OG0067070										vv07g00259
OG0067071										vv07g00258
OG0067072										vv07g00256
OG0067073										vv07g00247
OG0067074										vv07g00234
OG0067075										vv07g00216
OG0067076										vv08g00230
OG0067077										vv08g00232
OG0067078										vv08g00236
OG0067079										vv08g00239
OG0067080										vv08g00267
OG0067081										vv13g00823
OG0067082										vv13g00828
OG0067083										vv13g00834
OG0067084										vv13g00839
OG0067085										vv13g00844
OG0067086										vv13g00849
OG0067087										vv13g00850
OG0067088										vv13g00855
OG0067089										vv13g00859
OG0067090										vv13g00860
OG0067091										vv13g00861
OG0067092										vv13g00865
OG0067093										vv13g00867
OG0067094										vv13g00871
OG0067095										vv15g00189
OG0067096										vv15g00192
OG0067097										vv15g00196
OG0067098										vv15g00200
OG0067099										vv15g00204
OG0067100										vv15g00208
OG0067101										vv14g01525
OG0067102										vv14g01534
OG0067103										vv14g01542
OG0067104										vv14g01544
OG0067105										vv14g01550
OG0067106										vv14g01552
OG0067107										vv14g01553
OG0067108										vv14g01554
OG0067109										vv14g01582
OG0067110										vv14g01591
OG0067111										vv14g01601
OG0067112										vv14g01612
OG0067113										vv14g01620
OG0067114										vv02g00795
OG0067115										vv02g00790
OG0067116										vv02g00788
OG0067117										vv02g00780
OG0067118										vv01g00585
OG0067119										vv01g00569
OG0067120										vv01g00544
OG0067121										vv01g00543
OG0067122										vv01g00526
OG0067123										vv01g00525
OG0067124										vv01g00503
OG0067125										vv01g00501
OG0067126										vv01g00492
OG0067127										vv01g00489
OG0067128										vv01g00481
OG0067129										vv01g00480
OG0067130										vv01g00477
OG0067131										vv01g00393
OG0067132										vv01g00383
OG0067133										vv01g00381
OG0067134										vv01g00379
OG0067135										vv01g00377
OG0067136										vv01g00374
OG0067137										vv01g00369
OG0067138										vv01g00367
OG0067139										vv01g00366
OG0067140										vv01g00346
OG0067141										vv01g00319
OG0067142										vv01g00317
OG0067143										vv01g00316
OG0067144										vv01g00307
OG0067145										vv01g00297
OG0067146										vv01g00293
OG0067147										vv01g00292
OG0067148										vv01g00290
OG0067149										vv01g00289
OG0067150										vv01g00282
OG0067151										vv01g00273
OG0067152										vv01g00271
OG0067153										vv01g00246
OG0067154										vv01g00243
OG0067155										vv01g00237
OG0067156										vv01g00235
OG0067157										vv01g00233
OG0067158										vv01g00232
OG0067159										vv01g00228
OG0067160										vv01g00223
OG0067161										vv01g00222
OG0067162										vv01g00205
OG0067163										vv01g00202
OG0067164										vv01g00192
OG0067165										vv01g00189
OG0067166										vv01g00185
OG0067167										vv01g00176
OG0067168										vv01g00175
OG0067169										vv01g00171
OG0067170										vv01g00163
OG0067171										vv01g00156
OG0067172										vv01g00143
OG0067173										vv01g00140
OG0067174										vv01g00133
OG0067175										vv01g00130
OG0067176										vv01g00129
OG0067177										vv01g00128
OG0067178										vv01g00120
OG0067179										vv01g00118
OG0067180										vv01g00115
OG0067181										vv01g00107
OG0067182										vv01g00094
OG0067183										vv01g00085
OG0067184										vv01g00079
OG0067185										vv01g00066
OG0067186										vv01g00062
OG0067187										vv01g00036
OG0067188										vv01g00018
OG0067189										vv01g00017
OG0067190										vv01g00004
OG0067191										vv01g00001
OG0067192										vv03g00953
OG0067193										vv03g00956
OG0067194										vv03g00957
OG0067195										vv03g00958
OG0067196										vv03g00965
OG0067197										vv03g00968
OG0067198										vv03g00969
OG0067199										vv18g00009
OG0067200										vv18g00021
OG0067201										vv18g00042
OG0067202										vv18g00140
OG0067203										vv18g00148
OG0067204										vv13g00051
OG0067205										vv13g00064
OG0067206										vv13g00081
OG0067207										vv13g00103
OG0067208										vv13g00110
OG0067209										vv13g00168
OG0067210										vv01g00949
OG0067211										vv01g00950
OG0067212										vv01g00960
OG0067213										vv01g00961
OG0067214										vv03g00045
OG0067215										vv03g00049
OG0067216										vv03g00066
OG0067217										vv03g00069
OG0067218										vv16g00242
OG0067219										vv16g00243
OG0067220										vv16g00244
OG0067221										vv16g00252
OG0067222										vv16g00253
OG0067223										vv16g00258
OG0067224										vv16g00264
OG0067225										vv16g00265
OG0067226										vv16g00269
OG0067227										vv10g00004
OG0067228										vv10g00044
OG0067229										vv10g00076
OG0067230										vv10g00079
OG0067231										vv10g00099
OG0067232										vv10g00104
OG0067233										vv10g00105
OG0067234										vv10g00106
OG0067235										vv10g00110
OG0067236										vv18g01720
OG0067237										vv18g01700
OG0067238										vv11g00539
OG0067239										vv11g00552
OG0067240										vv11g00559
OG0067241										vv11g00560
OG0067242										vv11g00561
OG0067243										vv11g00562
OG0067244										vv11g00577
OG0067245										vv11g00583
OG0067246										vv11g00588
OG0067247										vv11g00599
OG0067248										vv11g00601
OG0067249										vv11g00603
OG0067250										vv11g00606
OG0067251										vv17g00938
OG0067252										vv17g00939
OG0067253										vv17g00943
OG0067254										vv17g00947
OG0067255										vv17g00949
OG0067256										vv17g00950
OG0067257										vv17g00951
OG0067258										vv17g00955
OG0067259										vv17g00960
OG0067260										vv17g00961
OG0067261										vv02g00776
OG0067262										vv02g00770
OG0067263										vv02g00760
OG0067264										vv02g00755
OG0067265										vv02g00747
OG0067266										vv02g00744
OG0067267										vv02g00742
OG0067268										vv02g00738
OG0067269										vv02g00734
OG0067270										vv02g00730
OG0067271										vv02g00720
OG0067272										vv02g00706
OG0067273										vv02g00698
OG0067274										vv02g00697
OG0067275										vv02g00696
OG0067276										vv02g00688
OG0067277										vv02g00682
OG0067278										vv02g00670
OG0067279										vv02g00664
OG0067280										vv02g00658
OG0067281										vv02g00657
OG0067282										vv02g00652
OG0067283										vv02g00643
OG0067284										vv02g00636
OG0067285										vv02g00633
OG0067286										vv02g00624
OG0067287										vv02g00620
OG0067288										vv02g00613
OG0067289										vv02g00595
OG0067290										vv02g00587
OG0067291										vv02g00567
OG0067292										vv02g00564
OG0067293										vv00g00007
OG0067294										vv00g00009
OG0067295										vv12g00804
OG0067296										vv12g00805
OG0067297										vv12g00807
OG0067298										vv12g00815
OG0067299										vv12g00817
OG0067300										vv12g00818
OG0067301										vv12g00819
OG0067302										vv12g00820
OG0067303										vv18g00111
OG0067304										vv18g00109
OG0067305										vv18g00103
OG0067306										vv18g00098
OG0067307										vv18g00068
OG0067308										vv18g00065
OG0067309										vv18g00052
OG0067310										vv18g00046
OG0067311										vv18g00037
OG0067312										vv18g00024
OG0067313										vv18g00018
OG0067314										vv18g00017
OG0067315										vv18g00003
OG0067316										vv13g00237
OG0067317										vv13g00238
OG0067318										vv13g00273
OG0067319										vv13g00299
OG0067320										vv13g00309
OG0067321										vv13g00311
OG0067322										vv13g00352
OG0067323										vv13g00370
OG0067324										vv13g00380
OG0067325										vv05g01131
OG0067326										vv05g01132
OG0067327										vv05g01134
OG0067328										vv05g01140
OG0067329										vv05g01142
OG0067330										vv05g01151
OG0067331										vv05g01157
OG0067332										vv05g01171
OG0067333										vv00g00010
OG0067334										vv00g00012
OG0067335										vv00g00013
OG0067336										vv00g00014
OG0067337										vv00g00015
OG0067338										vv00g00016
OG0067339										vv00g00018
OG0067340										vv00g00027
OG0067341										vv00g00031
OG0067342										vv00g00033
OG0067343										vv00g00036
OG0067344										vv00g00037
OG0067345										vv00g00038
OG0067346										vv00g00042
OG0067347										vv18g00249
OG0067348										vv18g00282
OG0067349										vv18g00287
OG0067350										vv18g00296
OG0067351										vv01g00728
OG0067352										vv01g00727
OG0067353										vv01g00716
OG0067354										vv01g00710
OG0067355										vv01g00707
OG0067356										vv01g00705
OG0067357										vv01g00703
OG0067358										vv01g00697
OG0067359										vv01g00696
OG0067360										vv01g00672
OG0067361										vv01g00664
OG0067362										vv01g00663
OG0067363										vv01g00661
OG0067364										vv01g00655
OG0067365										vv01g00653
OG0067366										vv01g00652
OG0067367										vv16g00282
OG0067368										vv16g00285
OG0067369										vv16g00293
OG0067370										vv16g00295
OG0067371										vv16g00298
OG0067372										vv16g00302
OG0067373										vv16g00304
OG0067374										vv16g00306
OG0067375										vv16g00310
OG0067376										vv16g00312
OG0067377										vv16g00316
OG0067378										vv16g00322
OG0067379										vv16g00323
OG0067380										vv16g00330
OG0067381										vv16g00344
OG0067382										vv16g00346
OG0067383										vv16g00347
OG0067384										vv16g00352
OG0067385										vv16g00354
OG0067386										vv16g00360
OG0067387										vv16g00361
OG0067388										vv16g00362
OG0067389										vv16g00363
OG0067390										vv16g00366
OG0067391										vv16g00369
OG0067392										vv16g00375
OG0067393										vv16g00385
OG0067394										vv16g00387
OG0067395										vv16g00389
OG0067396										vv16g00390
OG0067397										vv16g00393
OG0067398										vv16g00400
OG0067399										vv16g00408
OG0067400										vv16g00409
OG0067401										vv19g00007
OG0067402										vv19g00034
OG0067403										vv19g00051
OG0067404										vv19g00059
OG0067405										vv19g00062
OG0067406										vv19g00067
OG0067407										vv19g00073
OG0067408										vv19g00085
OG0067409										vv19g00101
OG0067410										vv19g00105
OG0067411										vv19g00113
OG0067412										vv19g00114
OG0067413										vv19g00123
OG0067414										vv19g00131
OG0067415										vv19g00174
OG0067416										vv19g00178
OG0067417										vv19g00192
OG0067418										vv19g00195
OG0067419										vv19g00198
OG0067420										vv19g00202
OG0067421										vv19g00211
OG0067422										vv19g00214
OG0067423										vv19g00218
OG0067424										vv19g00221
OG0067425										vv19g00244
OG0067426										vv19g00249
OG0067427										vv19g00250
OG0067428										vv19g00252
OG0067429										vv19g00256
OG0067430										vv19g00263
OG0067431										vv19g00279
OG0067432										vv19g00283
OG0067433										vv19g00288
OG0067434										vv19g00293
OG0067435										vv19g00312
OG0067436										vv19g00316
OG0067437										vv19g00323
OG0067438										vv19g00325
OG0067439										vv19g00327
OG0067440										vv19g00328
OG0067441										vv19g00334
OG0067442										vv19g00345
OG0067443										vv19g00350
OG0067444										vv19g00352
OG0067445										vv19g00356
OG0067446										vv19g00372
OG0067447										vv19g00374
OG0067448										vv19g00379
OG0067449										vv19g00387
OG0067450										vv19g00409
OG0067451										vv19g00411
OG0067452										vv19g00427
OG0067453										vv19g00429
OG0067454										vv19g00437
OG0067455										vv19g00440
OG0067456										vv19g00441
OG0067457										vv19g00446
OG0067458										vv19g00447
OG0067459										vv19g00634
OG0067460										vv19g00642
OG0067461										vv19g00645
OG0067462										vv19g00646
OG0067463										vv19g00654
OG0067464										vv19g00657
OG0067465										vv19g00662
OG0067466										vv19g00665
OG0067467										vv19g00685
OG0067468										vv19g00690
OG0067469										vv19g00700
OG0067470										vv19g00713
OG0067471										vv19g00716
OG0067472										vv19g00721
OG0067473										vv19g00731
OG0067474										vv19g00736
OG0067475										vv19g00737
OG0067476										vv19g00747
OG0067477										vv19g00752
OG0067478										vv19g00754
OG0067479										vv19g00757
OG0067480										vv19g00770
OG0067481										vv19g00779
OG0067482										vv19g00792
OG0067483										vv19g00795
OG0067484										vv19g00808
OG0067485										vv19g00811
OG0067486										vv19g00825
OG0067487										vv19g00828
OG0067488										vv19g00830
OG0067489										vv19g00831
OG0067490										vv19g00833
OG0067491										vv19g00836
OG0067492										vv19g00844
OG0067493										vv19g00851
OG0067494										vv19g00860
OG0067495										vv19g00863
OG0067496										vv19g00870
OG0067497										vv11g00003
OG0067498										vv11g00028
OG0067499										vv11g00047
OG0067500										vv11g00053
OG0067501										vv11g00061
OG0067502										vv11g00077
OG0067503										vv11g00081
OG0067504										vv11g00107
OG0067505										vv11g00108
OG0067506										vv11g00111
OG0067507										vv11g00113
OG0067508										vv11g00119
OG0067509										vv11g00131
OG0067510										vv11g00141
OG0067511										vv11g00142
OG0067512										vv11g00157
OG0067513										vv11g00164
OG0067514										vv11g00174
OG0067515										vv11g00175
OG0067516										vv11g00212
OG0067517										vv11g00229
OG0067518										vv11g00232
OG0067519										vv11g00236
OG0067520										vv11g00241
OG0067521										vv11g00244
OG0067522										vv11g00245
OG0067523										vv11g00258
OG0067524										vv11g00261
OG0067525										vv11g00274
OG0067526										vv11g00276
OG0067527										vv11g00279
OG0067528										vv11g00286
OG0067529										vv11g00299
OG0067530										vv11g00334
OG0067531										vv11g00340
OG0067532										vv11g00345
OG0067533										vv11g00364
OG0067534										vv11g00366
OG0067535										vv11g00371
OG0067536										vv11g00372
OG0067537										vv11g00373
OG0067538										vv11g00379
OG0067539										vv11g00383
OG0067540										vv11g00390
OG0067541										vv11g00424
OG0067542										vv11g00434
OG0067543										vv11g00435
OG0067544										vv11g00456
OG0067545										vv11g00461
OG0067546										vv11g00480
OG0067547										vv11g00500
OG0067548										vv11g00503
OG0067549										vv11g00510
OG0067550										vv11g00514
OG0067551										vv11g00515
OG0067552										vv11g00525
OG0067553										vv11g00527
OG0067554										vv11g00530
OG0067555										vv11g00531
OG0067556										vv11g00532
OG0067557										vv03g00970
OG0067558										vv03g00973
OG0067559										vv03g00978
OG0067560										vv03g00980
OG0067561										vv03g00985
OG0067562										vv03g00987
OG0067563										vv03g00993
OG0067564										vv03g01001
OG0067565										vv03g01004
OG0067566										vv03g01007
OG0067567										vv03g01012
OG0067568										vv03g01017
OG0067569										vv03g01018
OG0067570										vv03g01022
OG0067571										vv03g01029
OG0067572										vv03g01038
OG0067573										vv03g01043
OG0067574										vv03g01054
OG0067575										vv03g01069
OG0067576										vv03g01075
OG0067577										vv03g01078
OG0067578										vv03g01083
OG0067579										vv03g01093
OG0067580										vv03g01094
OG0067581										vv03g01097
OG0067582										vv03g01099
OG0067583										vv03g01104
OG0067584										vv03g01105
OG0067585										vv03g01108
OG0067586										vv03g01109
OG0067587										vv03g01111
OG0067588										vv03g01113
OG0067589										vv03g01114
OG0067590										vv03g01119
OG0067591										vv03g01120
OG0067592										vv03g01127
OG0067593										vv09g00840
OG0067594										vv09g00842
OG0067595										vv09g00843
OG0067596										vv09g00845
OG0067597										vv09g00847
OG0067598										vv09g00848
OG0067599										vv09g00858
OG0067600										vv09g00859
OG0067601										vv09g00860
OG0067602										vv09g00869
OG0067603										vv09g00870
OG0067604										vv09g00874
OG0067605										vv09g00884
OG0067606										vv09g00885
OG0067607										vv09g00887
OG0067608										vv09g00890
OG0067609										vv09g00893
OG0067610										vv09g00896
OG0067611										vv09g00901
OG0067612										vv09g00907
OG0067613										vv09g00908
OG0067614										vv09g00913
OG0067615										vv09g00914
OG0067616										vv09g00921
OG0067617										vv09g00922
OG0067618										vv09g00928
OG0067619										vv09g00934
OG0067620										vv09g00935
OG0067621										vv09g00950
OG0067622										vv09g00960
OG0067623										vv09g00963
OG0067624										vv09g00966
OG0067625										vv09g00970
OG0067626										vv09g00972
OG0067627										vv09g00979
OG0067628										vv09g00985
OG0067629										vv13g00743
OG0067630										vv13g00740
OG0067631										vv13g00731
OG0067632										vv13g00712
OG0067633										vv13g00709
OG0067634										vv13g00688
OG0067635										vv13g00670
OG0067636										vv13g00668
OG0067637										vv13g00667
OG0067638										vv13g00650
OG0067639										vv13g00620
OG0067640										vv13g00605
OG0067641										vv13g00591
OG0067642										vv13g00569
OG0067643										vv13g00566
OG0067644										vv13g00564
OG0067645										vv13g00561
OG0067646										vv13g00557
OG0067647										vv13g00552
OG0067648										vv13g00523
OG0067649										vv13g00503
OG0067650										vv13g00500
OG0067651										vv13g00482
OG0067652										vv13g00455
OG0067653										vv13g00443
OG0067654										vv13g00439
OG0067655										vv13g00423
OG0067656										vv13g00399
OG0067657										vv13g00387
OG0067658										vv13g00386
OG0067659										vv13g00378
OG0067660										vv13g00367
OG0067661										vv13g00350
OG0067662										vv09g00003
OG0067663										vv09g00018
OG0067664										vv09g00019
OG0067665										vv09g00029
OG0067666										vv09g00052
OG0067667										vv09g00061
OG0067668										vv09g00063
OG0067669										vv09g00072
OG0067670										vv09g00081
OG0067671										vv09g00082
OG0067672										vv09g00089
OG0067673										vv09g00090
OG0067674										vv09g00100
OG0067675										vv09g00107
OG0067676										vv09g00108
OG0067677										vv09g00111
OG0067678										vv09g00112
OG0067679										vv09g00130
OG0067680										vv09g00143
OG0067681										vv09g00148
OG0067682										vv09g00155
OG0067683										vv09g00156
OG0067684										vv09g00157
OG0067685										vv09g00223
OG0067686										vv09g00227
OG0067687										vv09g00234
OG0067688										vv09g00238
OG0067689										vv09g00242
OG0067690										vv09g00258
OG0067691										vv09g00273
OG0067692										vv09g00275
OG0067693										vv09g00279
OG0067694										vv09g00282
OG0067695										vv09g00285
OG0067696										vv09g00292
OG0067697										vv09g00300
OG0067698										vv09g00302
OG0067699										vv09g00313
OG0067700										vv09g00315
OG0067701										vv09g00322
OG0067702										vv09g00340
OG0067703										vv09g00360
OG0067704										vv09g00361
OG0067705										vv09g00367
OG0067706										vv09g00374
OG0067707										vv09g00380
OG0067708										vv09g00382
OG0067709										vv09g00393
OG0067710										vv09g00395
OG0067711										vv09g00397
OG0067712										vv09g00402
OG0067713										vv09g00404
OG0067714										vv09g00407
OG0067715										vv09g00421
OG0067716										vv09g00432
OG0067717										vv09g00433
OG0067718										vv09g00434
OG0067719										vv09g00438
OG0067720										vv09g00444
OG0067721										vv09g00445
OG0067722										vv09g00446
OG0067723										vv09g00447
OG0067724										vv09g00449
OG0067725										vv09g00452
OG0067726										vv09g00455
OG0067727										vv09g00465
OG0067728										vv09g00471
OG0067729										vv09g00477
OG0067730										vv09g00478
OG0067731										vv09g00490
OG0067732										vv09g00492
OG0067733										vv09g00501
OG0067734										vv09g00504
OG0067735										vv09g00529
OG0067736										vv09g00537
OG0067737										vv09g00538
OG0067738										vv09g00541
OG0067739										vv09g00544
OG0067740										vv09g00548
OG0067741										vv09g00554
OG0067742										vv09g00555
OG0067743										vv09g00557
OG0067744										vv09g00573
OG0067745										vv09g00584
OG0067746										vv09g00585
OG0067747										vv09g00590
OG0067748										vv09g00594
OG0067749										vv09g00595
OG0067750										vv09g00612
OG0067751										vv09g00617
OG0067752										vv09g00630
OG0067753										vv09g00632
OG0067754										vv09g00643
OG0067755										vv09g00657
OG0067756										vv09g00659
OG0067757										vv09g00666
OG0067758										vv09g00674
OG0067759										vv09g00678
OG0067760										vv09g00696
OG0067761										vv09g00701
OG0067762										vv09g00703
OG0067763										vv09g00705
OG0067764										vv09g00707
OG0067765										vv09g00709
OG0067766										vv09g00714
OG0067767										vv09g00715
OG0067768										vv09g00721
OG0067769										vv05g00199
OG0067770										vv05g00206
OG0067771										vv05g00208
OG0067772										vv05g00210
OG0067773										vv05g00213
OG0067774										vv05g00214
OG0067775										vv05g00231
OG0067776										vv05g00243
OG0067777										vv05g00257
OG0067778										vv05g00261
OG0067779										vv05g00273
OG0067780										vv05g00283
OG0067781										vv05g00290
OG0067782										vv05g00293
OG0067783										vv05g00294
OG0067784										vv05g00305
OG0067785										vv05g00307
OG0067786										vv05g00318
OG0067787										vv05g00324
OG0067788										vv05g00339
OG0067789										vv05g00341
OG0067790										vv05g00346
OG0067791										vv05g00350
OG0067792										vv05g00352
OG0067793										vv05g00368
OG0067794										vv05g00369
OG0067795										vv05g00372
OG0067796										vv05g00375
OG0067797										vv05g00388
OG0067798										vv05g00389
OG0067799										vv05g00413
OG0067800										vv05g00425
OG0067801										vv05g00445
OG0067802										vv05g00448
OG0067803										vv05g00450
OG0067804										vv05g00453
OG0067805										vv05g00463
OG0067806										vv05g00486
OG0067807										vv05g00487
OG0067808										vv05g00493
OG0067809										vv05g00494
OG0067810										vv05g00504
OG0067811										vv05g00511
OG0067812										vv05g00518
OG0067813										vv05g00520
OG0067814										vv05g00524
OG0067815										vv05g00535
OG0067816										vv05g00548
OG0067817										vv05g00550
OG0067818										vv05g00558
OG0067819										vv05g00583
OG0067820										vv05g00584
OG0067821										vv05g00587
OG0067822										vv05g00598
OG0067823										vv05g00599
OG0067824										vv05g00600
OG0067825										vv05g00625
OG0067826										vv05g00636
OG0067827										vv05g00638
OG0067828										vv15g00400
OG0067829										vv15g00388
OG0067830										vv15g00387
OG0067831										vv15g00382
OG0067832										vv15g00374
OG0067833										vv15g00372
OG0067834										vv15g00369
OG0067835										vv15g00344
OG0067836										vv15g00317
OG0067837										vv15g00307
OG0067838										vv15g00293
OG0067839										vv15g00287
OG0067840										vv15g00268
OG0067841										vv15g00265
OG0067842										vv15g00262
OG0067843										vv15g00260
OG0067844										vv15g00255
OG0067845										vv15g00251
OG0067846										vv15g00245
OG0067847										vv15g00244
OG0067848										vv15g00242
OG0067849										vv15g00241
OG0067850										vv15g00233
OG0067851										vv15g00230
OG0067852										vv15g00229
OG0067853										vv15g00227
OG0067854										vv15g00218
OG0067855										vv16g00586
OG0067856										vv16g00580
OG0067857										vv16g00559
OG0067858										vv16g00558
OG0067859										vv16g00555
OG0067860										vv16g00550
OG0067861										vv16g00549
OG0067862										vv16g00542
OG0067863										vv16g00539
OG0067864										vv16g00535
OG0067865										vv16g00533
OG0067866										vv16g00515
OG0067867										vv16g00504
OG0067868										vv16g00490
OG0067869										vv16g00471
OG0067870										vv16g00454
OG0067871										vv16g00448
OG0067872										vv16g00446
OG0067873										vv16g00441
OG0067874										vv16g00436
OG0067875										vv16g00435
OG0067876										vv16g00423
OG0067877										vv16g00422
OG0067878										vv16g00421
OG0067879										vv16g00416
OG0067880										vv16g00414
OG0067881										vv16g00412
OG0067882										vv04g01150
OG0067883										vv04g01139
OG0067884										vv04g01130
OG0067885										vv04g01125
OG0067886										vv04g01104
OG0067887										vv04g01092
OG0067888										vv04g01089
OG0067889										vv04g01078
OG0067890										vv04g01077
OG0067891										vv04g01052
OG0067892										vv04g01051
OG0067893										vv04g01029
OG0067894										vv04g01028
OG0067895										vv04g01023
OG0067896										vv04g01017
OG0067897										vv04g01003
OG0067898										vv04g01000
OG0067899										vv04g00970
OG0067900										vv04g00969
OG0067901										vv04g00968
OG0067902										vv04g00966
OG0067903										vv04g00949
OG0067904										vv04g00945
OG0067905										vv04g00941
OG0067906										vv04g00936
OG0067907										vv04g00933
OG0067908										vv04g00930
OG0067909										vv04g00921
OG0067910										vv04g00911
OG0067911										vv04g00900
OG0067912										vv04g00895
OG0067913										vv04g00875
OG0067914										vv04g00873
OG0067915										vv04g00860
OG0067916										vv04g00843
OG0067917										vv04g00842
OG0067918										vv04g00840
OG0067919										vv04g00823
OG0067920										vv04g00815
OG0067921										vv15g00100
OG0067922										vv15g00096
OG0067923										vv15g00095
OG0067924										vv15g00093
OG0067925										vv15g00089
OG0067926										vv15g00084
OG0067927										vv15g00083
OG0067928										vv15g00082
OG0067929										vv15g00081
OG0067930										vv15g00080
OG0067931										vv15g00078
OG0067932										vv15g00077
OG0067933										vv15g00074
OG0067934										vv15g00073
OG0067935										vv15g00072
OG0067936										vv15g00068
OG0067937										vv15g00064
OG0067938										vv15g00063
OG0067939										vv15g00062
OG0067940										vv15g00060
OG0067941										vv15g00058
OG0067942										vv15g00052
OG0067943										vv15g00050
OG0067944										vv15g00049
OG0067945										vv15g00048
OG0067946										vv15g00040
OG0067947										vv15g00039
OG0067948										vv15g00037
OG0067949										vv15g00027
OG0067950										vv15g00026
OG0067951										vv15g00025
OG0067952										vv15g00024
OG0067953										vv15g00023
OG0067954										vv15g00022
OG0067955										vv15g00013
OG0067956										vv15g00011
